100 20 0.9
12 7 71 397.81
12 8 72 392.43
12 9 73 398.33
12 10 74 394.89
12 11 75 398.40
12 12 76 398.19
12 13 77 392.30
12 14 78 398.06
12 15 79 400.56
12 16 80 399.68
12 17 81 399.66
12 18 82 403.11
12 19 83 398.40
12 20 84 397.49
12 21 85 398.90
12 22 86 393.85
12 23 87 395.56
12 24 88 395.22
12 25 89 396.88
12 26 90 392.58
12 27 91 396.63
12 28 92 397.44
12 29 93 391.37
12 30 94 398.09
12 31 95 393.14
12 32 96 394.37
12 33 97 388.54
12 34 98 393.98
12 35 99 396.72
12 36 100 401.19
12 1 66 398.25
12 2 67 401.22
12 3 68 397.26
12 4 69 401.04
12 5 70 398.64
12 6 71 403.41
12 7 72 404.33
12 8 73 402.66
12 9 74 405.16
12 10 75 402.22
12 11 76 403.29
12 12 77 399.17
12 13 78 402.21
12 14 79 409.95
12 15 80 401.67
12 16 81 408.42
12 17 82 407.58
12 18 83 405.18
12 19 84 409.52
12 20 85 401.38
12 21 86 401.26
12 22 87 403.08
12 23 88 400.14
12 24 89 404.29
12 25 90 401.58
12 26 91 399.43
12 27 92 403.99
12 28 93 398.76
12 29 94 398.30
12 30 95 401.74
12 31 96 398.33
12 32 97 400.07
12 33 98 396.84
12 34 99 403.59
12 35 100 404.36
12 1 67 407.64
12 2 68 404.56
12 3 69 402.60
12 4 70 401.92
12 5 71 406.73
12 6 72 404.52
12 7 73 411.62
12 8 74 408.96
12 9 75 411.34
12 10 76 409.21
12 11 77 407.01
12 12 78 409.86
12 13 79 412.10
12 14 80 412.96
12 15 81 411.53
12 16 82 417.33
12 17 83 409.00
12 18 84 413.68
12 19 85 410.44
12 20 86 412.62
12 21 87 406.32
12 22 88 404.92
12 23 89 410.17
12 24 90 404.57
12 25 91 404.83
12 26 92 405.51
12 27 93 407.66
12 28 94 398.82
12 29 95 402.58
12 30 96 406.53
12 31 97 408.83
12 32 98 403.40
12 33 99 408.27
12 34 100 404.40
12 1 68 411.06
12 2 69 410.31
12 3 70 405.73
12 4 71 407.56
12 5 72 409.54
12 6 73 416.16
12 7 74 418.62
12 8 75 416.25
12 9 76 416.46
12 10 77 416.57
12 11 78 416.88
12 12 79 420.34
12 13 80 413.67
12 14 81 416.04
12 15 82 420.48
12 16 83 418.25
12 17 84 417.59
12 18 85 415.85
12 19 86 420.21
12 20 87 415.29
12 21 88 416.56
12 22 89 413.17
12 23 90 411.17
12 24 91 410.15
12 25 92 410.79
12 26 93 413.13
12 27 94 410.13
12 28 95 409.11
12 29 96 410.02
12 30 97 415.36
12 31 98 411.27
12 32 99 416.78
12 33 100 419.01
12 1 69 415.36
12 2 70 410.55
12 3 71 410.17
12 4 72 416.44
12 5 73 420.81
12 6 74 418.71
12 7 75 423.51
12 8 76 417.55
12 9 77 422.18
12 10 78 420.46
12 11 79 427.94
12 12 80 423.26
12 13 81 422.10
12 14 82 427.90
12 15 83 426.74
12 16 84 421.54
12 17 85 424.07
12 18 86 426.13
12 19 87 420.27
12 20 88 418.78
12 21 89 418.50
12 22 90 415.54
12 23 91 415.18
12 24 92 422.36
12 25 93 415.91
12 26 94 414.87
12 27 95 421.14
12 28 96 412.21
12 29 97 415.38
12 30 98 418.30
12 31 99 423.12
12 32 100 426.92
12 1 70 419.76
12 2 71 411.05
12 3 72 420.10
12 4 73 424.71
12 5 74 424.94
12 6 75 425.31
12 7 76 425.34
12 8 77 424.59
12 9 78 426.38
12 10 79 431.17
12 11 80 430.51
12 12 81 424.32
12 13 82 428.63
12 14 83 429.27
12 15 84 428.42
12 16 85 429.62
12 17 86 428.72
12 18 87 430.70
12 19 88 423.54
12 20 89 420.65
12 21 90 424.15
12 22 91 415.82
12 23 92 423.92
12 24 93 426.86
12 25 94 425.15
12 26 95 425.54
12 27 96 424.24
12 28 97 415.50
12 29 98 420.82
12 30 99 431.09
12 31 100 428.17
12 1 71 421.33
12 2 72 421.28
12 3 73 425.21
12 4 74 425.93
12 5 75 426.69
12 6 76 425.81
12 7 77 434.93
12 8 78 428.31
12 9 79 432.13
12 10 80 436.00
12 11 81 434.79
12 12 82 440.26
12 13 83 429.82
12 14 84 430.17
12 15 85 433.64
12 16 86 437.41
12 17 87 431.67
12 18 88 432.74
12 19 89 425.28
12 20 90 429.89
12 21 91 427.45
12 22 92 427.11
12 23 93 433.39
12 24 94 429.36
12 25 95 428.00
12 26 96 425.76
12 27 97 424.31
12 28 98 427.78
12 29 99 431.36
12 30 100 434.81
12 1 72 430.71
12 2 73 430.87
12 3 74 435.61
12 4 75 435.49
12 5 76 436.09
12 6 77 435.04
12 7 78 435.53
12 8 79 440.87
12 9 80 437.19
12 10 81 441.05
12 11 82 447.06
12 12 83 440.58
12 13 84 439.65
12 14 85 439.19
12 15 86 438.73
12 16 87 438.02
12 17 88 435.02
12 18 89 437.55
12 19 90 432.75
12 20 91 436.61
12 21 92 437.12
12 22 93 434.19
12 23 94 437.52
12 24 95 436.48
12 25 96 432.65
12 26 97 432.72
12 27 98 428.57
12 28 99 437.02
12 29 100 437.09
12 1 73 432.56
12 2 74 438.40
12 3 75 436.36
12 4 76 442.07
12 5 77 438.85
12 6 78 441.79
12 7 79 448.55
12 8 80 442.06
12 9 81 442.09
12 10 82 450.25
12 11 83 450.28
12 12 84 442.75
12 13 85 442.59
12 14 86 441.90
12 15 87 447.69
12 16 88 445.62
12 17 89 438.10
12 18 90 443.75
12 19 91 436.73
12 20 92 445.91
12 21 93 442.70
12 22 94 438.04
12 23 95 441.61
12 24 96 438.90
12 25 97 433.98
12 26 98 434.15
12 27 99 439.73
12 28 100 442.43
12 1 74 442.92
12 2 75 442.30
12 3 76 445.38
12 4 77 443.02
12 5 78 444.29
12 6 79 449.74
12 7 80 452.46
12 8 81 445.60
12 9 82 455.09
12 10 83 452.94
12 11 84 452.70
12 12 85 442.94
12 13 86 446.57
12 14 87 452.81
12 15 88 449.97
12 16 89 448.82
12 17 90 445.20
12 18 91 449.72
12 19 92 449.41
12 20 93 448.12
12 21 94 447.56
12 22 95 442.06
12 23 96 441.83
12 24 97 449.42
12 25 98 442.06
12 26 99 442.02
12 27 100 444.16
12 1 75 448.49
12 2 76 446.84
12 3 77 445.98
12 4 78 449.79
12 5 79 457.07
12 6 80 454.91
12 7 81 458.32
12 8 82 459.07
12 9 83 456.55
12 10 84 453.47
12 11 85 454.05
12 12 86 452.12
12 13 87 460.04
12 14 88 456.92
12 15 89 451.19
12 16 90 449.05
12 17 91 451.48
12 18 92 456.52
12 19 93 454.24
12 20 94 450.29
12 21 95 449.57
12 22 96 444.76
12 23 97 450.43
12 24 98 450.39
12 25 99 448.45
12 26 100 449.07
12 1 76 456.94
12 2 77 454.44
12 3 78 451.53
12 4 79 462.41
12 5 80 459.84
12 6 81 464.72
12 7 82 466.18
12 8 83 460.16
12 9 84 459.35
12 10 85 454.44
12 11 86 457.07
12 12 87 460.84
12 13 88 461.04
12 14 89 459.87
12 15 90 460.83
12 16 91 460.38
12 17 92 460.81
12 18 93 460.98
12 19 94 458.54
12 20 95 452.07
12 21 96 452.63
12 22 97 451.08
12 23 98 456.36
12 24 99 455.55
12 25 100 463.32
12 1 77 465.30
12 2 78 459.40
12 3 79 462.68
12 4 80 464.27
12 5 81 466.01
12 6 82 467.01
12 7 83 474.09
12 8 84 467.03
12 9 85 465.40
12 10 86 457.46
12 11 87 470.45
12 12 88 466.04
12 13 89 468.72
12 14 90 464.70
12 15 91 466.75
12 16 92 468.43
12 17 93 464.11
12 18 94 462.38
12 19 95 464.30
12 20 96 461.36
12 21 97 460.18
12 22 98 458.62
12 23 99 461.09
12 24 100 466.84
12 1 78 473.18
12 2 79 465.50
12 3 80 469.39
12 4 81 467.68
12 5 82 469.41
12 6 83 475.08
12 7 84 477.75
12 8 85 467.70
12 9 86 466.13
12 10 87 470.88
12 11 88 472.60
12 12 89 470.36
12 13 90 470.52
12 14 91 473.80
12 15 92 476.97
12 16 93 468.61
12 17 94 468.62
12 18 95 470.73
12 19 96 475.96
12 20 97 465.10
12 21 98 472.51
12 22 99 466.92
12 23 100 473.62
12 1 79 481.62
12 2 80 473.25
12 3 81 472.73
12 4 82 473.69
12 5 83 477.23
12 6 84 480.02
12 7 85 481.52
12 8 86 470.92
12 9 87 475.45
12 10 88 473.31
12 11 89 476.64
12 12 90 475.70
12 13 91 480.52
12 14 92 478.85
12 15 93 477.57
12 16 94 478.53
12 17 95 471.40
12 18 96 476.09
12 19 97 482.56
12 20 98 473.38
12 21 99 476.81
12 22 100 477.29
12 1 80 484.79
12 2 81 475.92
12 3 82 473.93
12 4 83 481.47
12 5 84 481.81
12 6 85 482.44
12 7 86 482.09
12 8 87 483.63
12 9 88 477.41
12 10 89 482.00
12 11 90 486.41
12 12 91 485.12
12 13 92 483.17
12 14 93 483.94
12 15 94 487.17
12 16 95 480.27
12 17 96 479.30
12 18 97 482.99
12 19 98 486.16
12 20 99 477.94
12 21 100 481.66
12 1 81 489.04
12 2 82 476.04
12 3 83 483.21
12 4 84 489.57
12 5 85 486.66
12 6 86 483.11
12 7 87 494.92
12 8 88 486.25
12 9 89 488.08
12 10 90 489.05
12 11 91 490.94
12 12 92 487.63
12 13 93 492.37
12 14 94 490.85
12 15 95 488.73
12 16 96 484.91
12 17 97 486.18
12 18 98 491.60
12 19 99 493.16
12 20 100 490.32
12 1 82 490.60
12 2 83 485.75
12 3 84 490.29
12 4 85 489.85
12 5 86 487.34
12 6 87 495.28
12 7 88 496.20
12 8 89 490.78
12 9 90 493.63
12 10 91 492.01
12 11 92 494.44
12 12 93 495.76
12 13 94 496.00
12 14 95 495.06
12 15 96 491.11
12 16 97 491.45
12 17 98 494.46
12 18 99 495.22
12 19 100 502.39
12 1 83 493.15
12 2 84 490.96
12 3 85 490.86
12 4 86 492.17
12 5 87 497.55
12 6 88 496.57
12 7 89 499.27
12 8 90 493.82
12 9 91 499.97
12 10 92 496.51
12 11 93 498.13
12 12 94 501.73
12 13 95 501.74
12 14 96 498.27
12 15 97 497.93
12 16 98 498.52
12 17 99 505.92
12 18 100 506.53
12 1 84 500.91
12 2 85 499.40
12 3 86 502.06
12 4 87 499.77
12 5 88 498.41
12 6 89 500.13
12 7 90 505.12
12 8 91 503.75
12 9 92 505.28
12 10 93 500.20
12 11 94 508.73
12 12 95 501.76
12 13 96 503.21
12 14 97 507.24
12 15 98 503.35
12 16 99 507.61
12 17 100 513.03
12 1 85 507.53
12 2 86 503.01
12 3 87 510.15
12 4 88 507.92
12 5 89 508.72
12 6 90 512.56
12 7 91 515.78
12 8 92 509.10
12 9 93 511.00
12 10 94 509.92
12 11 95 512.51
12 12 96 507.47
12 13 97 511.84
12 14 98 507.46
12 15 99 514.93
12 16 100 518.58
12 1 86 509.04
12 2 87 511.98
12 3 88 515.63
12 4 89 510.79
12 5 90 514.26
12 6 91 516.14
12 7 92 517.41
12 8 93 515.60
12 9 94 517.67
12 10 95 514.14
12 11 96 518.08
12 12 97 517.53
12 13 98 513.76
12 14 99 516.34
12 15 100 522.96
12 1 87 513.40
12 2 88 518.76
12 3 89 517.47
12 4 90 515.65
12 5 91 516.49
12 6 92 522.02
12 7 93 517.81
12 8 94 522.30
12 9 95 521.06
12 10 96 518.88
12 11 97 524.61
12 12 98 518.38
12 13 99 521.97
12 14 100 525.51
12 1 88 520.30
12 2 89 519.74
12 3 90 525.96
12 4 91 517.44
12 5 92 523.15
12 6 93 528.00
12 7 94 523.54
12 8 95 527.71
12 9 96 528.95
12 10 97 529.81
12 11 98 524.88
12 12 99 531.44
12 13 100 529.88
12 1 89 527.31
12 2 90 528.92
12 3 91 530.11
12 4 92 530.43
12 5 93 529.81
12 6 94 531.11
12 7 95 531.30
12 8 96 529.96
12 9 97 530.74
12 10 98 532.31
12 11 99 536.53
12 12 100 538.35
12 1 90 528.97
12 2 91 537.85
12 3 92 533.98
12 4 93 533.26
12 5 94 533.01
12 6 95 531.67
12 7 96 540.27
12 8 97 531.26
12 9 98 535.48
12 10 99 540.66
12 11 100 546.42
12 1 91 539.52
12 2 92 540.67
12 3 93 535.98
12 4 94 535.53
12 5 95 538.21
12 6 96 543.98
12 7 97 543.33
12 8 98 539.76
12 9 99 543.75
12 10 100 549.86
12 1 92 543.74
12 2 93 541.51
12 3 94 539.97
12 4 95 539.49
12 5 96 550.05
12 6 97 545.87
12 7 98 548.78
12 8 99 554.53
12 9 100 559.09
12 1 93 552.07
12 2 94 544.84
12 3 95 545.59
12 4 96 551.42
12 5 97 551.63
12 6 98 554.64
12 7 99 556.66
12 8 100 563.02
12 1 94 556.91
12 2 95 553.59
12 3 96 554.12
12 4 97 553.50
12 5 98 556.38
12 6 99 559.13
12 7 100 566.72
12 1 95 562.00
12 2 96 555.16
12 3 97 556.89
12 4 98 558.70
12 5 99 561.64
12 6 100 570.12
12 1 96 562.62
12 2 97 565.72
12 3 98 567.78
12 4 99 571.06
12 5 100 572.61
12 1 97 572.12
12 2 98 571.43
12 3 99 577.00
12 4 100 576.62
12 1 98 578.70
12 2 99 579.69
12 3 100 587.04
12 1 99 585.27
12 2 100 591.17
12 1 100 598.35
13 1 1 15.64
13 2 2 15.21
13 3 3 17.54
13 4 4 18.06
13 5 5 12.56
13 6 6 12.52
13 7 7 13.58
13 8 8 16.24
13 9 9 18.38
13 10 10 14.80
13 11 11 15.73
13 12 12 19.06
13 13 13 16.36
13 14 14 11.05
13 15 15 11.61
13 16 16 19.74
13 17 17 13.29
13 18 18 13.24
13 19 19 10.33
13 20 20 14.43
13 21 21 19.33
13 22 22 19.55
13 23 23 17.98
13 24 24 16.76
13 25 25 13.99
13 26 26 16.94
13 27 27 15.98
13 28 28 14.69
13 29 29 10.87
13 30 30 11.63
13 31 31 11.44
13 32 32 10.76
13 33 33 13.92
13 34 34 11.22
13 35 35 14.29
13 36 36 13.63
13 37 37 11.47
13 38 38 13.06
13 39 39 19.52
13 40 40 15.69
13 41 41 10.33
13 42 42 19.00
13 43 43 14.02
13 44 44 18.80
13 45 45 11.16
13 46 46 18.01
13 47 47 16.63
13 48 48 17.89
13 49 49 18.01
13 50 50 14.59
13 51 51 16.80
13 52 52 19.92
13 53 53 19.56
13 54 54 12.87
13 55 55 12.24
13 56 56 13.97
13 57 57 16.88
13 58 58 12.99
13 59 59 18.02
13 60 60 16.78
13 61 61 12.66
13 62 62 19.45
13 63 63 10.23
13 64 64 16.97
13 65 65 19.99
13 66 66 18.07
13 67 67 15.38
13 68 68 10.04
13 69 69 14.34
13 70 70 12.01
13 71 71 12.61
13 72 72 16.07
13 73 73 11.17
13 74 74 15.14
13 75 75 19.49
13 76 76 11.58
13 77 77 12.96
13 78 78 14.96
13 79 79 13.93
13 80 80 17.17
13 81 81 13.70
13 82 82 16.22
13 83 83 14.01
13 84 84 12.94
13 85 85 15.77
13 86 86 10.75
13 87 87 14.58
13 88 88 14.51
13 89 89 14.34
13 90 90 18.50
13 91 91 14.93
13 92 92 13.25
13 93 93 16.61
13 94 94 19.84
13 95 95 14.08
13 96 96 15.93
13 97 97 19.17
13 98 98 19.37
13 99 99 11.29
13 100 100 10.47
13 1 2 22.77
13 2 3 28.29
13 3 4 31.81
13 4 5 26.28
13 5 6 13.06
13 6 7 17.89
13 7 8 18.86
13 8 9 21.70
13 9 10 25.53
13 10 11 17.93
13 11 12 24.33
13 12 13 33.36
13 13 14 22.68
13 14 15 22.60
13 15 16 26.35
13 16 17 25.14
13 17 18 15.89
13 18 19 22.41
13 19 20 18.79
13 20 21 31.10
13 21 22 27.91
13 22 23 21.31
13 23 24 25.69
13 24 25 30.62
13 25 26 24.41
13 26 27 31.56
13 27 28 20.61
13 28 29 23.97
13 29 30 18.42
13 30 31 16.22
13 31 32 14.11
13 32 33 16.49
13 33 34 14.13
13 34 35 17.31
13 35 36 24.16
13 36 37 13.86
13 37 38 17.56
13 38 39 24.68
13 39 40 24.95
13 40 41 21.42
13 41 42 26.47
13 42 43 23.08
13 43 44 21.05
13 44 45 29.82
13 45 46 26.84
13 46 47 23.56
13 47 48 30.86
13 48 49 26.93
13 49 50 22.31
13 50 51 22.72
13 51 52 36.46
13 52 53 23.48
13 53 54 20.21
13 54 55 14.14
13 55 56 19.78
13 56 57 27.93
13 57 58 24.45
13 58 59 26.67
13 59 60 21.80
13 60 61 20.34
13 61 62 24.62
13 62 63 22.22
13 63 64 21.56
13 64 65 31.62
13 65 66 31.93
13 66 67 24.91
13 67 68 20.70
13 68 69 20.44
13 69 70 18.31
13 70 71 23.05
13 71 72 21.29
13 72 73 19.56
13 73 74 18.11
13 74 75 19.87
13 75 76 29.19
13 76 77 14.77
13 77 78 18.22
13 78 79 25.48
13 79 80 23.94
13 80 81 29.53
13 81 82 29.39
13 82 83 29.99
13 83 84 22.05
13 84 85 19.41
13 85 86 18.77
13 86 87 20.83
13 87 88 28.88
13 88 89 28.77
13 89 90 26.19
13 90 91 27.13
13 91 92 25.59
13 92 93 20.30
13 93 94 27.98
13 94 95 29.82
13 95 96 23.65
13 96 97 19.43
13 97 98 27.77
13 98 99 26.01
13 99 100 18.45
13 1 3 32.77
13 2 4 42.86
13 3 5 39.49
13 4 6 26.40
13 5 7 25.52
13 6 8 22.31
13 7 9 25.52
13 8 10 30.77
13 9 11 34.91
13 10 12 27.63
13 11 13 38.94
13 12 14 40.70
13 13 15 27.39
13 14 16 33.72
13 15 17 31.18
13 16 18 28.64
13 17 19 24.20
13 18 20 22.84
13 19 21 34.56
13 20 22 31.86
13 21 23 39.04
13 22 24 37.86
13 23 25 37.79
13 24 26 39.99
13 25 27 40.30
13 26 28 33.87
13 27 29 24.94
13 28 30 29.86
13 29 31 25.48
13 30 32 23.41
13 31 33 25.60
13 32 34 22.73
13 33 35 17.62
13 34 36 29.36
13 35 37 28.03
13 36 38 22.21
13 37 39 35.17
13 38 40 35.26
13 39 41 28.17
13 40 42 32.68
13 41 43 28.42
13 42 44 34.97
13 43 45 31.08
13 44 46 30.04
13 45 47 33.15
13 46 48 33.89
13 47 49 33.95
13 48 50 37.66
13 49 51 31.77
13 50 52 41.18
13 51 53 39.87
13 52 54 31.38
13 53 55 30.31
13 54 56 23.65
13 55 57 35.45
13 56 58 35.32
13 57 59 37.69
13 58 60 30.97
13 59 61 29.39
13 60 62 30.15
13 61 63 27.51
13 62 64 31.14
13 63 65 32.54
13 64 66 42.69
13 65 67 44.80
13 66 68 27.88
13 67 69 27.60
13 68 70 21.73
13 69 71 28.08
13 70 72 32.65
13 71 73 26.15
13 72 74 29.84
13 73 75 27.77
13 74 76 30.94
13 75 77 31.33
13 76 78 20.76
13 77 79 30.04
13 78 80 30.49
13 79 81 34.24
13 80 82 43.14
13 81 83 41.59
13 82 84 31.18
13 83 85 22.35
13 84 86 27.88
13 85 87 29.84
13 86 88 34.12
13 87 89 38.10
13 88 90 33.00
13 89 91 33.52
13 90 92 29.00
13 91 93 30.42
13 92 94 32.58
13 93 95 31.93
13 94 96 37.71
13 95 97 32.19
13 96 98 29.78
13 97 99 34.55
13 98 100 26.89
13 1 4 45.84
13 2 5 53.86
13 3 6 40.57
13 4 7 31.74
13 5 8 26.10
13 6 9 30.77
13 7 10 34.74
13 8 11 39.60
13 9 12 44.00
13 10 13 42.51
13 11 14 43.87
13 12 15 44.66
13 13 16 35.95
13 14 17 42.12
13 15 18 36.65
13 16 19 31.15
13 17 20 31.19
13 18 21 39.99
13 19 22 38.54
13 20 23 46.84
13 21 24 44.94
13 22 25 45.35
13 23 26 50.03
13 24 27 45.66
13 25 28 42.34
13 26 29 35.15
13 27 30 36.26
13 28 31 32.89
13 29 32 29.41
13 30 33 32.07
13 31 34 27.05
13 32 35 27.47
13 33 36 31.06
13 34 37 29.63
13 35 38 33.71
13 36 39 35.50
13 37 40 42.36
13 38 41 40.15
13 39 42 41.76
13 40 43 37.67
13 41 44 35.89
13 42 45 40.11
13 43 46 42.18
13 44 47 46.28
13 45 48 44.29
13 46 49 42.19
13 47 50 42.02
13 48 51 47.00
13 49 52 48.74
13 50 53 43.32
13 51 54 41.05
13 52 55 35.22
13 53 56 32.44
13 54 57 38.12
13 55 58 42.83
13 56 59 45.04
13 57 60 40.90
13 58 61 42.28
13 59 62 33.95
13 60 63 35.52
13 61 64 38.81
13 62 65 34.01
13 63 66 47.60
13 64 67 52.64
13 65 68 45.01
13 66 69 36.16
13 67 70 33.14
13 68 71 29.40
13 69 72 37.35
13 70 73 34.23
13 71 74 37.33
13 72 75 31.91
13 73 76 38.64
13 74 77 32.56
13 75 78 31.62
13 76 79 34.52
13 77 80 31.82
13 78 81 38.87
13 79 82 44.27
13 80 83 52.58
13 81 84 41.77
13 82 85 31.64
13 83 86 30.77
13 84 87 37.13
13 85 88 40.08
13 86 89 42.27
13 87 90 45.05
13 88 91 47.55
13 89 92 34.42
13 90 93 33.83
13 91 94 39.16
13 92 95 41.69
13 93 96 44.08
13 94 97 48.91
13 95 98 39.20
13 96 99 39.57
13 97 100 41.28
13 1 5 57.63
13 2 6 54.36
13 3 7 43.46
13 4 8 35.73
13 5 9 36.36
13 6 10 35.54
13 7 11 40.55
13 8 12 48.30
13 9 13 54.32
13 10 14 49.17
13 11 15 49.44
13 12 16 50.55
13 13 17 43.88
13 14 18 42.75
13 15 19 41.98
13 16 20 40.07
13 17 21 43.33
13 18 22 41.64
13 19 23 49.81
13 20 24 49.87
13 21 25 52.55
13 22 26 52.85
13 23 27 59.91
13 24 28 56.21
13 25 29 47.70
13 26 30 44.02
13 27 31 37.99
13 28 32 42.13
13 29 33 36.36
13 30 34 34.93
13 31 35 28.94
13 32 36 34.41
13 33 37 31.43
13 34 38 38.33
13 35 39 49.13
13 36 40 45.44
13 37 41 42.76
13 38 42 44.24
13 39 43 43.89
13 40 44 50.08
13 41 45 42.52
13 42 46 48.29
13 43 47 53.72
13 44 48 51.21
13 45 49 45.46
13 46 50 44.97
13 47 51 50.76
13 48 52 62.29
13 49 53 49.62
13 50 54 47.23
13 51 55 47.26
13 52 56 41.67
13 53 57 41.23
13 54 58 46.54
13 55 59 53.57
13 56 60 45.15
13 57 61 52.99
13 58 62 43.20
13 59 63 40.16
13 60 64 49.50
13 61 65 44.09
13 62 66 48.04
13 63 67 56.48
13 64 68 54.57
13 65 69 54.52
13 66 70 40.27
13 67 71 35.27
13 68 72 38.44
13 69 73 40.69
13 70 74 41.51
13 71 75 43.63
13 72 76 43.21
13 73 77 40.38
13 74 78 35.87
13 75 79 36.14
13 76 80 38.55
13 77 81 40.48
13 78 82 50.61
13 79 83 56.09
13 80 84 57.89
13 81 85 44.07
13 82 86 37.01
13 83 87 37.40
13 84 88 44.42
13 85 89 42.33
13 86 90 47.50
13 87 91 48.13
13 88 92 48.70
13 89 93 38.79
13 90 94 42.39
13 91 95 52.66
13 92 96 48.65
13 93 97 49.61
13 94 98 53.23
13 95 99 41.24
13 96 100 45.18
13 1 6 57.87
13 2 7 58.06
13 3 8 50.26
13 4 9 49.77
13 5 10 45.70
13 6 11 45.08
13 7 12 50.47
13 8 13 60.79
13 9 14 63.03
13 10 15 54.65
13 11 16 53.43
13 12 17 50.72
13 13 18 49.68
13 14 19 48.28
13 15 20 50.55
13 16 21 44.27
13 17 22 47.51
13 18 23 58.44
13 19 24 50.27
13 20 25 55.18
13 21 26 57.53
13 22 27 62.99
13 23 28 66.36
13 24 29 58.00
13 25 30 48.84
13 26 31 45.70
13 27 32 48.23
13 28 33 47.08
13 29 34 40.35
13 30 35 40.27
13 31 36 40.44
13 32 37 35.90
13 33 38 39.66
13 34 39 52.65
13 35 40 58.12
13 36 41 48.52
13 37 42 51.44
13 38 43 45.88
13 39 44 54.90
13 40 45 51.66
13 41 46 54.08
13 42 47 62.46
13 43 48 56.64
13 44 49 57.41
13 45 50 47.07
13 46 51 55.98
13 47 52 64.44
13 48 53 65.33
13 49 54 58.53
13 50 55 49.16
13 51 56 56.28
13 52 57 56.20
13 53 58 49.44
13 54 59 56.58
13 55 60 56.22
13 56 61 56.43
13 57 62 56.53
13 58 63 48.71
13 59 64 50.23
13 60 65 53.68
13 61 66 60.65
13 62 67 58.05
13 63 68 56.97
13 64 69 59.16
13 65 70 54.97
13 66 71 45.34
13 67 72 46.68
13 68 73 44.52
13 69 74 47.01
13 70 75 48.37
13 71 76 51.17
13 72 77 46.56
13 73 78 46.66
13 74 79 39.16
13 75 80 43.14
13 76 81 43.65
13 77 82 51.60
13 78 83 58.75
13 79 84 62.39
13 80 85 60.70
13 81 86 47.33
13 82 87 38.39
13 83 88 45.71
13 84 89 49.19
13 85 90 60.43
13 86 91 56.15
13 87 92 52.98
13 88 93 50.29
13 89 94 44.57
13 90 95 55.11
13 91 96 58.92
13 92 97 56.25
13 93 98 54.34
13 94 99 57.24
13 95 100 47.10
13 1 7 62.69
13 2 8 63.51
13 3 9 57.94
13 4 10 54.74
13 5 11 53.48
13 6 12 54.32
13 7 13 60.83
13 8 14 65.57
13 9 15 68.43
13 10 16 62.74
13 11 17 59.58
13 12 18 62.58
13 13 19 54.40
13 14 20 55.18
13 15 21 50.74
13 16 22 61.00
13 17 23 59.70
13 18 24 59.20
13 19 25 55.32
13 20 26 62.90
13 21 27 72.99
13 22 28 67.37
13 23 29 67.50
13 24 30 62.15
13 25 31 57.19
13 26 32 53.83
13 27 33 51.09
13 28 34 50.03
13 29 35 46.99
13 30 36 45.94
13 31 37 41.00
13 32 38 40.37
13 33 39 52.84
13 34 40 60.70
13 35 41 58.96
13 36 42 57.57
13 37 43 52.66
13 38 44 57.35
13 39 45 61.88
13 40 46 64.08
13 41 47 64.18
13 42 48 67.51
13 43 49 59.45
13 44 50 63.00
13 45 51 57.82
13 46 52 73.06
13 47 53 70.07
13 48 54 71.45
13 49 55 62.12
13 50 56 61.21
13 51 57 63.83
13 52 58 57.54
13 53 59 65.39
13 54 60 58.20
13 55 61 59.59
13 56 62 68.88
13 57 63 62.07
13 58 64 56.23
13 59 65 55.30
13 60 66 61.34
13 61 67 68.66
13 62 68 58.63
13 63 69 60.76
13 64 70 69.18
13 65 71 64.97
13 66 72 54.87
13 67 73 49.09
13 68 74 54.62
13 69 75 48.61
13 70 76 54.43
13 71 77 51.29
13 72 78 51.96
13 73 79 49.53
13 74 80 54.70
13 75 81 56.07
13 76 82 57.58
13 77 83 61.96
13 78 84 66.72
13 79 85 64.71
13 80 86 61.26
13 81 87 48.25
13 82 88 48.43
13 83 89 50.39
13 84 90 60.56
13 85 91 65.20
13 86 92 57.27
13 87 93 57.96
13 88 94 58.71
13 89 95 56.86
13 90 96 61.51
13 91 97 59.55
13 92 98 64.00
13 93 99 61.10
13 94 100 64.73
13 1 8 66.11
13 2 9 67.19
13 3 10 67.92
13 4 11 59.51
13 5 12 61.97
13 6 13 64.50
13 7 14 70.81
13 8 15 71.77
13 9 16 74.02
13 10 17 65.68
13 11 18 67.74
13 12 19 68.36
13 13 20 55.43
13 14 21 56.48
13 15 22 61.23
13 16 23 63.40
13 17 24 63.63
13 18 25 67.02
13 19 26 70.12
13 20 27 73.70
13 21 28 76.27
13 22 29 77.79
13 23 30 73.74
13 24 31 67.00
13 25 32 62.60
13 26 33 59.57
13 27 34 52.88
13 28 35 55.81
13 29 36 53.77
13 30 37 51.59
13 31 38 43.91
13 32 39 59.15
13 33 40 62.64
13 34 41 61.63
13 35 42 59.79
13 36 43 58.23
13 37 44 68.66
13 38 45 63.55
13 39 46 72.76
13 40 47 74.36
13 41 48 69.04
13 42 49 70.72
13 43 50 65.71
13 44 51 72.54
13 45 52 73.42
13 46 53 79.27
13 47 54 73.35
13 48 55 73.54
13 49 56 66.83
13 50 57 66.20
13 51 58 66.37
13 52 59 72.57
13 53 60 68.05
13 54 61 62.95
13 55 62 70.54
13 56 63 72.18
13 57 64 63.29
13 58 65 62.45
13 59 66 68.35
13 60 67 68.99
